project_id,month,treat,post,matched_pair_id,age_years_pre,activity_pre,star_growth_pre,propensity_score,contributors,release_freq,new_sponsors,revenue_growth_rate,monthly_revenue_usd
P0064,2024-05,0,0,20,6,20.39,0.087,0.6919,6,2.42,1,0.0165,599.92
P0064,2024-06,0,0,20,6,20.39,0.087,0.6919,5,2.1,4,0.0975,647.72
P0064,2024-07,0,0,20,6,20.39,0.087,0.6919,7,2.43,3,0.0616,626.54
P0064,2024-08,0,0,20,6,20.39,0.087,0.6919,10,2.41,4,0.0878,642.0
P0064,2024-09,0,0,20,6,20.39,0.087,0.6919,10,2.18,4,0.0903,643.47
P0064,2024-10,0,0,20,6,20.39,0.087,0.6919,3,2.2,6,0.042,614.97
P0064,2024-11,0,0,20,6,20.39,0.087,0.6919,9,2.14,3,0.0909,643.83
P0064,2024-12,0,0,20,6,20.39,0.087,0.6919,10,2.53,5,0.0701,631.55
P0064,2025-01,0,0,20,6,20.39,0.087,0.6919,11,2.24,4,0.0785,636.51
P0064,2025-02,0,0,20,6,20.39,0.087,0.6919,7,2.2,5,0.0753,634.62
P0064,2025-03,0,0,20,6,20.39,0.087,0.6919,12,2.48,4,0.082,638.57
P0064,2025-04,0,0,20,6,20.39,0.087,0.6919,6,2.12,3,0.0933,645.24
P0064,2025-05,0,0,20,6,20.39,0.087,0.6919,9,2.47,3,0.0806,637.75
P0064,2025-06,0,0,20,6,20.39,0.087,0.6919,10,2.41,3,0.0898,643.18
P0064,2025-07,0,0,20,6,20.39,0.087,0.6919,12,2.2,6,0.1236,663.13
P0064,2025-08,0,0,20,6,20.39,0.087,0.6919,11,2.22,4,0.123,662.77
P0064,2025-09,0,0,20,6,20.39,0.087,0.6919,11,2.09,3,0.0151,599.09
P0064,2025-10,0,0,20,6,20.39,0.087,0.6919,14,2.07,4,0.1174,659.47
P0064,2025-11,0,0,20,6,20.39,0.087,0.6919,10,2.32,5,0.1125,656.58
P0064,2025-12,0,0,20,6,20.39,0.087,0.6919,14,2.19,4,0.1039,651.5
P0066,2024-01,0,0,52,2,4.63,0.057,0.4094,36,0.92,3,0.1632,1608.0
P0066,2024-02,0,0,52,2,4.63,0.057,0.4094,37,1.16,4,0.2146,1679.05
P0066,2024-03,0,0,52,2,4.63,0.057,0.4094,36,1.4,3,0.2181,1683.89
P0066,2024-04,0,0,52,2,4.63,0.057,0.4094,39,1.15,3,0.2304,1700.89
P0066,2024-05,0,0,52,2,4.63,0.057,0.4094,34,0.83,3,0.1526,1593.34
P0066,2024-06,0,0,52,2,4.63,0.057,0.4094,37,1.08,5,0.2107,1673.66
P0066,2024-07,0,0,52,2,4.63,0.057,0.4094,39,1.34,3,0.2178,1683.47
P0066,2024-08,0,0,52,2,4.63,0.057,0.4094,38,1.66,5,0.2404,1714.72
P0066,2024-09,0,0,52,2,4.63,0.057,0.4094,38,1.1,7,0.2019,1661.49
P0066,2024-10,0,0,52,2,4.63,0.057,0.4094,40,1.08,5,0.1922,1648.09
P0066,2024-11,0,0,52,2,4.63,0.057,0.4094,38,1.09,6,0.2148,1679.33
P0066,2024-12,0,0,52,2,4.63,0.057,0.4094,39,1.16,4,0.2122,1675.73
P0066,2025-01,0,0,52,2,4.63,0.057,0.4094,35,1.07,5,0.1951,1652.09
P0066,2025-02,0,0,52,2,4.63,0.057,0.4094,36,0.92,3,0.1807,1632.19
P0066,2025-03,0,0,52,2,4.63,0.057,0.4094,38,1.06,2,0.2701,1755.77
P0066,2025-04,0,0,52,2,4.63,0.057,0.4094,37,1.04,3,0.1924,1648.36
P0066,2025-05,0,0,52,2,4.63,0.057,0.4094,37,1.32,5,0.176,1625.69
P0066,2025-06,0,0,52,2,4.63,0.057,0.4094,41,0.97,5,0.2376,1710.85
P0066,2025-07,0,0,52,2,4.63,0.057,0.4094,39,1.11,8,0.2337,1705.45
P0066,2025-08,0,0,52,2,4.63,0.057,0.4094,43,0.79,4,0.2095,1672.0
P0066,2025-09,0,0,52,2,4.63,0.057,0.4094,40,0.74,5,0.1905,1645.74
P0066,2025-10,0,0,52,2,4.63,0.057,0.4094,43,1.01,5,0.2522,1731.03
P0066,2025-11,0,0,52,2,4.63,0.057,0.4094,42,1.25,4,0.2244,1692.6
P0066,2025-12,0,0,52,2,4.63,0.057,0.4094,40,1.17,5,0.2145,1678.91
P0070,2024-01,1,0,36,5,19.82,0.055,0.6486,27,1.79,5,0.1179,1725.14
P0070,2024-02,1,0,36,5,19.82,0.055,0.6486,26,2.14,5,0.1868,1831.47
P0070,2024-03,1,0,36,5,19.82,0.055,0.6486,27,1.42,2,0.1706,1806.47
P0070,2024-04,1,0,36,5,19.82,0.055,0.6486,28,2.04,6,0.1822,1824.37
P0070,2024-05,1,0,36,5,19.82,0.055,0.6486,31,1.8,8,0.2215,1885.02
P0070,2024-06,1,0,36,5,19.82,0.055,0.6486,30,1.98,6,0.1903,1836.87
P0070,2024-07,1,0,36,5,19.82,0.055,0.6486,30,1.84,4,0.208,1864.19
P0070,2024-08,1,0,36,5,19.82,0.055,0.6486,28,2.16,7,0.1569,1785.33
P0070,2024-09,1,0,36,5,19.82,0.055,0.6486,26,2.23,7,0.1177,1724.83
P0070,2024-10,1,0,36,5,19.82,0.055,0.6486,28,2.17,6,0.1792,1819.74
P0070,2024-11,1,0,36,5,19.82,0.055,0.6486,27,1.53,4,0.2248,1890.11
P0070,2024-12,1,0,36,5,19.82,0.055,0.6486,28,2.21,6,0.1852,1829.0
P0070,2025-01,1,1,36,5,19.82,0.055,0.6486,26,1.99,12,0.223,1887.33
P0070,2025-02,1,1,36,5,19.82,0.055,0.6486,30,2.05,13,0.2234,1887.95
P0070,2025-03,1,1,36,5,19.82,0.055,0.6486,25,1.9,9,0.1479,1771.44
P0070,2025-04,1,1,36,5,19.82,0.055,0.6486,30,2.14,12,0.2169,1877.92
P0070,2025-05,1,1,36,5,19.82,0.055,0.6486,32,1.83,8,0.2941,1997.06
P0070,2025-06,1,1,36,5,19.82,0.055,0.6486,34,2.09,8,0.2391,1912.18
P0070,2025-07,1,1,36,5,19.82,0.055,0.6486,35,1.91,9,0.2567,1939.34
P0070,2025-08,1,1,36,5,19.82,0.055,0.6486,29,1.81,9,0.2301,1898.29
P0070,2025-09,1,1,36,5,19.82,0.055,0.6486,33,1.87,10,0.2538,1934.86
P0070,2025-10,1,1,36,5,19.82,0.055,0.6486,34,2.07,11,0.2816,1977.77
P0070,2025-11,1,1,36,5,19.82,0.055,0.6486,37,1.88,11,0.2696,1959.25
P0070,2025-12,1,1,36,5,19.82,0.055,0.6486,31,2.41,9,0.2475,1925.14
P0071,2024-01,1,0,27,10,6.29,0.032,0.6115,22,1.82,4,0.1724,657.97
P0071,2024-02,1,0,27,10,6.29,0.032,0.6115,23,1.65,3,0.1502,645.52
P0071,2024-03,1,0,27,10,6.29,0.032,0.6115,22,1.35,4,0.1715,657.47
P0071,2024-04,1,0,27,10,6.29,0.032,0.6115,20,1.44,2,0.1387,639.06
P0071,2024-05,1,0,27,10,6.29,0.032,0.6115,22,1.41,3,0.1393,639.4
P0071,2024-06,1,0,27,10,6.29,0.032,0.6115,23,1.34,3,0.1749,659.38
P0071,2024-07,1,0,27,10,6.29,0.032,0.6115,20,1.63,2,0.0939,613.92
P0071,2024-08,1,0,27,10,6.29,0.032,0.6115,26,1.68,4,0.1265,632.21
P0071,2024-09,1,0,27,10,6.29,0.032,0.6115,23,1.63,4,0.1222,629.8
P0071,2024-10,1,0,27,10,6.29,0.032,0.6115,24,1.91,4,0.2125,680.48
P0071,2024-11,1,1,27,10,6.29,0.032,0.6115,25,1.45,11,0.1907,668.24
P0071,2024-12,1,1,27,10,6.29,0.032,0.6115,23,1.94,8,0.1941,670.15
P0071,2025-01,1,1,27,10,6.29,0.032,0.6115,22,1.48,9,0.2378,694.68
P0071,2025-02,1,1,27,10,6.29,0.032,0.6115,26,1.7,9,0.2172,683.12
P0071,2025-03,1,1,27,10,6.29,0.032,0.6115,21,1.57,9,0.177,660.56
P0071,2025-04,1,1,27,10,6.29,0.032,0.6115,26,1.6,8,0.2615,707.98
P0071,2025-05,1,1,27,10,6.29,0.032,0.6115,22,1.67,7,0.1814,663.03
P0071,2025-06,1,1,27,10,6.29,0.032,0.6115,23,1.39,8,0.2127,680.59
P0071,2025-07,1,1,27,10,6.29,0.032,0.6115,27,1.52,8,0.2027,674.98
P0071,2025-08,1,1,27,10,6.29,0.032,0.6115,26,1.48,7,0.2253,687.66
P0071,2025-09,1,1,27,10,6.29,0.032,0.6115,23,1.66,10,0.1563,648.94
P0071,2025-10,1,1,27,10,6.29,0.032,0.6115,28,1.55,8,0.2409,696.42
P0071,2025-11,1,1,27,10,6.29,0.032,0.6115,27,1.68,11,0.1914,668.64
P0071,2025-12,1,1,27,10,6.29,0.032,0.6115,27,1.69,10,0.2458,699.17
P0072,2024-01,0,0,28,1,21.04,0.397,0.735,21,0.88,4,0.1143,1733.73
P0072,2024-02,0,0,28,1,21.04,0.397,0.735,18,0.9,3,0.1003,1711.95
P0072,2024-03,0,0,28,1,21.04,0.397,0.735,16,0.45,0,0.0651,1657.18
P0072,2024-04,0,0,28,1,21.04,0.397,0.735,20,0.43,4,0.1335,1763.6
P0072,2024-05,0,0,28,1,21.04,0.397,0.735,17,0.61,5,0.1259,1751.78
P0072,2024-06,0,0,28,1,21.04,0.397,0.735,21,0.79,2,0.1468,1784.29
P0072,2024-07,0,0,28,1,21.04,0.397,0.735,22,0.4,1,0.1229,1747.11
P0072,2024-08,0,0,28,1,21.04,0.397,0.735,21,0.99,2,0.1052,1719.57
P0072,2024-09,0,0,28,1,21.04,0.397,0.735,23,0.53,2,0.1326,1762.2
P0072,2024-10,0,0,28,1,21.04,0.397,0.735,19,0.68,1,0.0986,1709.3
P0072,2024-11,0,0,28,1,21.04,0.397,0.735,20,0.64,3,0.1303,1758.62
P0072,2024-12,0,0,28,1,21.04,0.397,0.735,16,0.85,0,0.1242,1749.13
P0072,2025-01,0,0,28,1,21.04,0.397,0.735,19,0.5,2,0.0356,1611.28
P0072,2025-02,0,0,28,1,21.04,0.397,0.735,23,0.63,3,0.1403,1774.18
P0072,2025-03,0,0,28,1,21.04,0.397,0.735,23,0.49,4,0.1537,1795.03
P0072,2025-04,0,0,28,1,21.04,0.397,0.735,23,0.6,4,0.117,1737.93
P0072,2025-05,0,0,28,1,21.04,0.397,0.735,24,0.7,5,0.1442,1780.25
P0072,2025-06,0,0,28,1,21.04,0.397,0.735,22,0.53,2,0.1121,1730.31
P0072,2025-07,0,0,28,1,21.04,0.397,0.735,23,0.76,4,0.1361,1767.65
P0072,2025-08,0,0,28,1,21.04,0.397,0.735,19,0.8,2,0.1902,1851.82
P0072,2025-09,0,0,28,1,21.04,0.397,0.735,27,0.85,2,0.1858,1844.97
P0072,2025-10,0,0,28,1,21.04,0.397,0.735,23,0.91,3,0.14,1773.71
P0072,2025-11,0,0,28,1,21.04,0.397,0.735,28,0.92,2,0.1627,1809.03
P0072,2025-12,0,0,28,1,21.04,0.397,0.735,24,0.95,4,0.0859,1689.54
P0073,2024-01,0,0,21,4,17.66,0.24,0.6948,8,1.42,0,0.0467,1285.44
P0073,2024-02,0,0,21,4,17.66,0.24,0.6948,3,1.62,4,0.0696,1313.57
P0073,2024-03,0,0,21,4,17.66,0.24,0.6948,4,1.54,3,0.0406,1277.95
P0073,2024-04,0,0,21,4,17.66,0.24,0.6948,3,1.48,4,0.0353,1271.44
P0073,2024-05,0,0,21,4,17.66,0.24,0.6948,8,1.94,4,0.0527,1292.81
P0073,2024-06,0,0,21,4,17.66,0.24,0.6948,7,1.69,4,0.0923,1341.44
P0073,2024-07,0,0,21,4,17.66,0.24,0.6948,7,1.68,6,0.0863,1334.07
P0073,2024-08,0,0,21,4,17.66,0.24,0.6948,6,1.64,2,0.0398,1276.97
P0073,2024-09,0,0,21,4,17.66,0.24,0.6948,7,1.83,1,0.0384,1275.25
P0073,2024-10,0,0,21,4,17.66,0.24,0.6948,8,1.73,3,0.0735,1318.35
P0073,2024-11,0,0,21,4,17.66,0.24,0.6948,12,1.68,1,0.0643,1307.06
P0073,2024-12,0,0,21,4,17.66,0.24,0.6948,10,1.46,1,0.0505,1290.11
P0073,2025-01,0,0,21,4,17.66,0.24,0.6948,5,1.25,2,0.0966,1346.72
P0073,2025-02,0,0,21,4,17.66,0.24,0.6948,9,1.69,0,0.1116,1365.14
P0073,2025-03,0,0,21,4,17.66,0.24,0.6948,4,2.17,5,0.0111,1241.72
P0073,2025-04,0,0,21,4,17.66,0.24,0.6948,9,1.67,4,0.0574,1298.58
P0073,2025-05,0,0,21,4,17.66,0.24,0.6948,7,1.79,5,0.0574,1298.58
P0073,2025-06,0,0,21,4,17.66,0.24,0.6948,9,1.69,2,0.0954,1345.25
P0073,2025-07,0,0,21,4,17.66,0.24,0.6948,9,1.72,2,0.0494,1288.76
P0073,2025-08,0,0,21,4,17.66,0.24,0.6948,11,1.48,2,0.0595,1301.16
P0073,2025-09,0,0,21,4,17.66,0.24,0.6948,10,2.11,4,0.0879,1336.04
P0073,2025-10,0,0,21,4,17.66,0.24,0.6948,11,1.16,3,0.0357,1271.93
P0073,2025-11,0,0,21,4,17.66,0.24,0.6948,11,1.69,1,0.0967,1346.85
P0073,2025-12,0,0,21,4,17.66,0.24,0.6948,12,1.52,4,0.0723,1316.88
P0077,2024-01,1,0,44,11,12.36,-0.037,0.6626,13,0.88,4,0.0765,2679.81
P0077,2024-02,1,0,44,11,12.36,-0.037,0.6626,17,1.21,4,0.1172,2781.12
P0077,2024-03,1,0,44,11,12.36,-0.037,0.6626,16,1.23,3,0.1661,2902.85
P0077,2024-04,1,0,44,11,12.36,-0.037,0.6626,14,0.9,2,0.1269,2805.27
P0077,2024-05,1,0,44,11,12.36,-0.037,0.6626,19,0.88,3,0.129,2810.5
P0077,2024-06,1,0,44,11,12.36,-0.037,0.6626,16,1.19,5,0.0356,2577.99
P0077,2024-07,1,0,44,11,12.36,-0.037,0.6626,20,0.82,2,0.1131,2770.92
P0077,2024-08,1,0,44,11,12.36,-0.037,0.6626,19,0.87,4,0.1335,2821.7
P0077,2024-09,1,0,44,11,12.36,-0.037,0.6626,15,1.34,2,0.0877,2707.69
P0077,2024-10,1,0,44,11,12.36,-0.037,0.6626,23,0.94,4,0.1287,2809.75
P0077,2024-11,1,1,44,11,12.36,-0.037,0.6626,17,1.14,6,0.1378,2832.41
P0077,2024-12,1,1,44,11,12.36,-0.037,0.6626,20,0.59,4,0.2156,3026.08
P0077,2025-01,1,1,44,11,12.36,-0.037,0.6626,20,0.96,8,0.1796,2936.46
P0077,2025-02,1,1,44,11,12.36,-0.037,0.6626,18,1.21,7,0.2036,2996.21
P0077,2025-03,1,1,44,11,12.36,-0.037,0.6626,19,0.96,9,0.1756,2926.5
P0077,2025-04,1,1,44,11,12.36,-0.037,0.6626,19,1.1,10,0.1333,2821.2
P0077,2025-05,1,1,44,11,12.36,-0.037,0.6626,19,0.94,8,0.1491,2860.54
P0077,2025-06,1,1,44,11,12.36,-0.037,0.6626,19,1.05,7,0.1415,2841.62
P0077,2025-07,1,1,44,11,12.36,-0.037,0.6626,18,0.81,9,0.1778,2931.98
P0077,2025-08,1,1,44,11,12.36,-0.037,0.6626,20,1.05,7,0.1439,2847.59
P0077,2025-09,1,1,44,11,12.36,-0.037,0.6626,20,1.13,7,0.2089,3009.4
P0077,2025-10,1,1,44,11,12.36,-0.037,0.6626,23,1.05,7,0.2331,3069.64
P0077,2025-11,1,1,44,11,12.36,-0.037,0.6626,22,1.17,7,0.2129,3019.36
P0077,2025-12,1,1,44,11,12.36,-0.037,0.6626,24,1.12,8,0.2134,3020.6
P0080,2024-01,1,0,21,5,12.82,0.094,0.5948,10,1.28,3,0.1116,986.59
P0080,2024-02,1,0,21,5,12.82,0.094,0.5948,9,1.62,6,0.1003,976.56
P0080,2024-03,1,0,21,5,12.82,0.094,0.5948,7,1.61,3,0.0912,968.48
P0080,2024-04,1,0,21,5,12.82,0.094,0.5948,5,1.29,0,0.0527,934.31
P0080,2024-05,1,0,21,5,12.82,0.094,0.5948,9,1.33,3,0.0177,903.25
P0080,2024-06,1,0,21,5,12.82,0.094,0.5948,8,1.54,2,0.1014,977.54
P0080,2024-07,1,0,21,5,12.82,0.094,0.5948,6,1.02,1,0.0546,936.0
P0080,2024-08,1,0,21,5,12.82,0.094,0.5948,9,1.35,4,0.0449,927.39
P0080,2024-09,1,0,21,5,12.82,0.094,0.5948,6,1.44,6,0.0173,902.89
P0080,2024-10,1,0,21,5,12.82,0.094,0.5948,13,1.55,2,0.0586,939.55
P0080,2024-11,1,0,21,5,12.82,0.094,0.5948,9,1.59,4,0.0182,903.69
P0080,2024-12,1,0,21,5,12.82,0.094,0.5948,14,0.75,3,0.1365,1008.69
P0080,2025-01,1,0,21,5,12.82,0.094,0.5948,12,1.1,2,0.078,956.77
P0080,2025-02,1,0,21,5,12.82,0.094,0.5948,9,1.54,1,0.0229,907.86
P0080,2025-03,1,1,21,5,12.82,0.094,0.5948,14,1.15,9,0.0909,968.22
P0080,2025-04,1,1,21,5,12.82,0.094,0.5948,13,1.23,6,0.1276,1000.79
P0080,2025-05,1,1,21,5,12.82,0.094,0.5948,11,1.58,8,0.1046,980.38
P0080,2025-06,1,1,21,5,12.82,0.094,0.5948,14,1.14,9,0.1644,1033.45
P0080,2025-07,1,1,21,5,12.82,0.094,0.5948,10,1.43,9,0.1346,1007.0
P0080,2025-08,1,1,21,5,12.82,0.094,0.5948,13,1.63,8,0.1187,992.89
P0080,2025-09,1,1,21,5,12.82,0.094,0.5948,11,1.53,9,0.1193,993.42
P0080,2025-10,1,1,21,5,12.82,0.094,0.5948,11,1.19,6,0.1069,982.42
P0080,2025-11,1,1,21,5,12.82,0.094,0.5948,15,1.2,8,0.1747,1042.59
P0080,2025-12,1,1,21,5,12.82,0.094,0.5948,13,1.34,6,0.148,1018.9
P0081,2024-01,1,0,25,6,4.08,0.25,0.6067,32,1.39,5,0.1695,3366.13
P0081,2024-02,1,0,25,6,4.08,0.25,0.6067,30,1.74,4,0.2048,3467.73
P0081,2024-03,1,0,25,6,4.08,0.25,0.6067,35,1.14,4,0.2119,3488.16
P0081,2024-04,1,0,25,6,4.08,0.25,0.6067,37,1.69,7,0.2051,3468.59
P0081,2024-05,1,0,25,6,4.08,0.25,0.6067,36,1.58,5,0.233,3548.89
P0081,2024-06,1,0,25,6,4.08,0.25,0.6067,39,1.5,3,0.2147,3496.22
P0081,2024-07,1,0,25,6,4.08,0.25,0.6067,32,1.77,3,0.1838,3407.28
P0081,2024-08,1,0,25,6,4.08,0.25,0.6067,37,1.52,7,0.2476,3590.92
P0081,2024-09,1,0,25,6,4.08,0.25,0.6067,35,1.25,5,0.1871,3416.78
P0081,2024-10,1,0,25,6,4.08,0.25,0.6067,38,1.33,6,0.1701,3367.85
P0081,2024-11,1,0,25,6,4.08,0.25,0.6067,40,1.68,4,0.238,3563.29
P0081,2024-12,1,0,25,6,4.08,0.25,0.6067,35,1.77,6,0.1916,3429.73
P0081,2025-01,1,1,25,6,4.08,0.25,0.6067,34,1.35,8,0.2346,3553.5
P0081,2025-02,1,1,25,6,4.08,0.25,0.6067,37,1.27,9,0.2905,3714.39
P0081,2025-03,1,1,25,6,4.08,0.25,0.6067,37,1.28,10,0.2422,3575.37
P0081,2025-04,1,1,25,6,4.08,0.25,0.6067,38,1.57,9,0.2681,3649.92
P0081,2025-05,1,1,25,6,4.08,0.25,0.6067,39,1.88,9,0.3023,3748.36
P0081,2025-06,1,1,25,6,4.08,0.25,0.6067,41,1.29,8,0.3044,3754.4
P0081,2025-07,1,1,25,6,4.08,0.25,0.6067,36,1.97,12,0.2911,3716.12
P0081,2025-08,1,1,25,6,4.08,0.25,0.6067,40,1.63,10,0.2972,3733.68
P0081,2025-09,1,1,25,6,4.08,0.25,0.6067,35,1.74,11,0.2748,3669.21
P0081,2025-10,1,1,25,6,4.08,0.25,0.6067,37,1.82,8,0.2452,3584.01
P0081,2025-11,1,1,25,6,4.08,0.25,0.6067,41,1.44,9,0.326,3816.57
P0081,2025-12,1,1,25,6,4.08,0.25,0.6067,44,1.26,12,0.3124,3777.43
P0083,2024-01,0,0,49,2,11.55,-0.016,0.4463,11,0.71,5,0.0286,1305.72
P0083,2024-02,0,0,49,2,11.55,-0.016,0.4463,14,0.58,4,0.0949,1389.88
P0083,2024-03,0,0,49,2,11.55,-0.016,0.4463,16,0.53,0,0.1167,1417.55
P0083,2024-04,0,0,49,2,11.55,-0.016,0.4463,14,0.64,4,0.0543,1338.34
P0083,2024-05,0,0,49,2,11.55,-0.016,0.4463,14,0.64,1,0.1096,1408.54
P0083,2024-06,0,0,49,2,11.55,-0.016,0.4463,18,0.18,4,0.0734,1362.58
P0083,2024-07,0,0,49,2,11.55,-0.016,0.4463,15,0.19,2,0.0454,1327.04
P0083,2024-08,0,0,49,2,11.55,-0.016,0.4463,19,0.86,3,0.057,1341.77
P0083,2024-09,0,0,49,2,11.55,-0.016,0.4463,13,0.14,3,0.0266,1303.18
P0083,2024-10,0,0,49,2,11.55,-0.016,0.4463,19,0.06,1,0.0724,1361.32
P0083,2024-11,0,0,49,2,11.55,-0.016,0.4463,14,0.48,4,0.1032,1400.41
P0083,2024-12,0,0,49,2,11.55,-0.016,0.4463,15,0.23,2,0.1233,1425.93
P0083,2025-01,0,0,49,2,11.55,-0.016,0.4463,18,0.62,3,0.1246,1427.58
P0083,2025-02,0,0,49,2,11.55,-0.016,0.4463,16,0.05,4,0.0722,1361.06
P0083,2025-03,0,0,49,2,11.55,-0.016,0.4463,20,0.37,2,0.1327,1437.86
P0083,2025-04,0,0,49,2,11.55,-0.016,0.4463,19,0.05,4,0.1185,1419.84
P0083,2025-05,0,0,49,2,11.55,-0.016,0.4463,20,0.5,2,0.1164,1417.17
P0083,2025-06,0,0,49,2,11.55,-0.016,0.4463,15,0.49,3,0.0591,1344.43
P0083,2025-07,0,0,49,2,11.55,-0.016,0.4463,17,0.37,3,0.1237,1426.44
P0083,2025-08,0,0,49,2,11.55,-0.016,0.4463,19,0.13,3,0.0961,1391.4
P0083,2025-09,0,0,49,2,11.55,-0.016,0.4463,19,0.54,5,0.111,1410.31
P0083,2025-10,0,0,49,2,11.55,-0.016,0.4463,19,0.39,1,0.1152,1415.65
P0083,2025-11,0,0,49,2,11.55,-0.016,0.4463,15,0.44,2,0.1137,1413.74
P0083,2025-12,0,0,49,2,11.55,-0.016,0.4463,16,0.05,0,0.0783,1368.8
P0084,2024-01,0,0,10,2,8.83,0.274,0.5745,6,1.16,1,0.0407,2373.18
P0084,2024-02,0,0,10,2,8.83,0.274,0.5745,15,1.17,4,0.1275,2571.12
P0084,2024-03,0,0,10,2,8.83,0.274,0.5745,11,0.97,2,0.0791,2460.75
P0084,2024-04,0,0,10,2,8.83,0.274,0.5745,11,1.56,1,0.0689,2437.49
P0084,2024-05,0,0,10,2,8.83,0.274,0.5745,11,0.83,0,0.1114,2534.4
P0084,2024-06,0,0,10,2,8.83,0.274,0.5745,12,1.07,3,0.0326,2354.71
P0084,2024-07,0,0,10,2,8.83,0.274,0.5745,14,1.33,3,0.1047,2519.12
P0084,2024-08,0,0,10,2,8.83,0.274,0.5745,14,0.91,0,0.0807,2464.4
P0084,2024-09,0,0,10,2,8.83,0.274,0.5745,14,1.06,5,0.0624,2422.67
P0084,2024-10,0,0,10,2,8.83,0.274,0.5745,13,1.38,3,0.1112,2533.95
P0084,2024-11,0,0,10,2,8.83,0.274,0.5745,11,1.52,5,0.102,2512.97
P0084,2024-12,0,0,10,2,8.83,0.274,0.5745,15,1.43,5,0.0574,2411.26
P0084,2025-01,0,0,10,2,8.83,0.274,0.5745,13,1.41,2,0.0449,2382.76
P0084,2025-02,0,0,10,2,8.83,0.274,0.5745,15,1.22,2,0.1432,2606.92
P0084,2025-03,0,0,10,2,8.83,0.274,0.5745,9,1.57,5,0.0716,2443.64
P0084,2025-04,0,0,10,2,8.83,0.274,0.5745,14,1.37,3,0.1189,2551.51
P0084,2025-05,0,0,10,2,8.83,0.274,0.5745,15,1.47,4,0.1029,2515.02
P0084,2025-06,0,0,10,2,8.83,0.274,0.5745,14,1.09,3,0.1014,2511.6
P0084,2025-07,0,0,10,2,8.83,0.274,0.5745,16,1.14,5,0.0858,2476.03
P0084,2025-08,0,0,10,2,8.83,0.274,0.5745,14,0.91,5,0.0925,2491.3
P0084,2025-09,0,0,10,2,8.83,0.274,0.5745,14,1.3,5,0.0663,2431.56
P0084,2025-10,0,0,10,2,8.83,0.274,0.5745,14,1.33,5,0.1474,2616.5
P0084,2025-11,0,0,10,2,8.83,0.274,0.5745,17,1.39,1,0.1399,2599.39
P0084,2025-12,0,0,10,2,8.83,0.274,0.5745,14,1.14,4,0.1087,2528.25
P0085,2024-01,1,0,42,2,6.43,0.492,0.6619,18,0.5,3,0.0927,3413.63
P0085,2024-02,1,0,42,2,6.43,0.492,0.6619,20,0.57,2,0.1416,3566.39
P0085,2024-03,1,0,42,2,6.43,0.492,0.6619,18,0.84,4,0.1041,3449.24
P0085,2024-04,1,0,42,2,6.43,0.492,0.6619,22,0.59,1,0.0867,3394.88
P0085,2024-05,1,0,42,2,6.43,0.492,0.6619,19,0.57,4,0.1122,3474.55
P0085,2024-06,1,0,42,2,6.43,0.492,0.6619,17,0.71,3,0.1149,3482.98
P0085,2024-07,1,0,42,2,6.43,0.492,0.6619,19,0.92,2,0.0922,3412.07
P0085,2024-08,1,0,42,2,6.43,0.492,0.6619,19,0.95,4,0.1034,3447.05
P0085,2024-09,1,0,42,2,6.43,0.492,0.6619,21,0.45,2,0.0993,3434.25
P0085,2024-10,1,0,42,2,6.43,0.492,0.6619,23,0.69,5,0.1432,3571.39
P0085,2024-11,1,0,42,2,6.43,0.492,0.6619,22,0.58,0,0.1303,3531.09
P0085,2024-12,1,0,42,2,6.43,0.492,0.6619,21,0.75,3,0.1192,3496.41
P0085,2025-01,1,0,42,2,6.43,0.492,0.6619,23,0.58,4,0.1091,3464.86
P0085,2025-02,1,1,42,2,6.43,0.492,0.6619,20,0.77,8,0.1625,3631.68
P0085,2025-03,1,1,42,2,6.43,0.492,0.6619,24,1.08,8,0.1964,3737.59
P0085,2025-04,1,1,42,2,6.43,0.492,0.6619,22,1.03,6,0.1912,3721.34
P0085,2025-05,1,1,42,2,6.43,0.492,0.6619,22,0.86,11,0.2018,3754.46
P0085,2025-06,1,1,42,2,6.43,0.492,0.6619,22,0.79,6,0.1236,3510.16
P0085,2025-07,1,1,42,2,6.43,0.492,0.6619,24,0.99,8,0.1923,3724.78
P0085,2025-08,1,1,42,2,6.43,0.492,0.6619,21,0.65,6,0.1379,3554.83
P0085,2025-09,1,1,42,2,6.43,0.492,0.6619,23,0.71,10,0.2486,3900.66
P0085,2025-10,1,1,42,2,6.43,0.492,0.6619,26,0.54,11,0.1919,3723.53
P0085,2025-11,1,1,42,2,6.43,0.492,0.6619,25,0.56,7,0.1881,3711.66
P0085,2025-12,1,1,42,2,6.43,0.492,0.6619,25,0.83,10,0.2032,3758.83
P0086,2024-01,0,0,5,7,8.43,-0.002,0.5436,26,0.94,4,0.1419,886.46
P0086,2024-02,0,0,5,7,8.43,-0.002,0.5436,24,0.74,0,0.1319,878.69
P0086,2024-03,0,0,5,7,8.43,-0.002,0.5436,28,1.03,2,0.1221,871.09
P0086,2024-04,0,0,5,7,8.43,-0.002,0.5436,25,0.77,1,0.0742,833.9
P0086,2024-05,0,0,5,7,8.43,-0.002,0.5436,23,0.46,2,0.1074,859.67
P0086,2024-06,0,0,5,7,8.43,-0.002,0.5436,25,1.02,5,0.1628,902.68
P0086,2024-07,0,0,5,7,8.43,-0.002,0.5436,26,0.82,7,0.1346,880.79
